Date;Open;High;Low;Close;Adj Close;Volume
29/01/1993;43.96875;43.96875;43.75;43.9375;26.45393;1003200
01/02/1993;43.96875;44.25;43.96875;44.25;26.642057;480500
02/02/1993;44.21875;44.375;44.125;44.34375;26.698507;201300
03/02/1993;44.40625;44.84375;44.375;44.8125;26.980742;529400
04/02/1993;44.96875;45.09375;44.46875;45;27.093624;531500
05/02/1993;44.96875;45.0625;44.71875;44.96875;27.074818;492100
08/02/1993;44.96875;45.125;44.90625;44.96875;27.074818;596100
09/02/1993;44.8125;44.8125;44.5625;44.65625;26.886669;122100
10/02/1993;44.65625;44.75;44.53125;44.71875;26.924292;379600
11/02/1993;44.78125;45.125;44.78125;44.9375;27.05599;19500
12/02/1993;44.875;44.875;44.59375;44.59375;26.849037;42500
16/02/1993;44.46875;44.46875;43.40625;43.46875;26.171707;374800
17/02/1993;43.46875;43.53125;43.28125;43.4375;26.152868;210900
18/02/1993;43.9375;43.9375;42.8125;43.40625;26.134056;378100
19/02/1993;43.40625;43.5625;43.34375;43.5625;26.228138;34900
22/02/1993;43.6875;43.78125;43.5625;43.71875;26.322212;513600
23/02/1993;43.84375;43.875;43.46875;43.6875;26.30341;373700
24/02/1993;43.71875;44.25;43.71875;44.25;26.642057;26300
25/02/1993;44.21875;44.375;44.125;44.34375;26.698507;44500
26/02/1993;44.4375;44.4375;44.1875;44.40625;26.736153;66200
01/03/1993;44.5625;44.5625;44.21875;44.28125;26.660892;66500
02/03/1993;44.3125;44.9375;44.25;44.9375;27.05599;182400
03/03/1993;45;45.15625;44.9375;45.125;27.168884;280100
04/03/1993;45.1875;45.1875;44.875;44.875;27.018366;89500
05/03/1993;44.9375;45.125;44.71875;44.75;26.943117;40000
08/03/1993;44.84375;45.75;44.84375;45.75;27.545197;50800
09/03/1993;45.65625;45.6875;45.5;45.59375;27.451115;169300
10/03/1993;45.59375;45.6875;45.40625;45.6875;27.507561;194400
11/03/1993;45.71875;45.84375;45.5;45.5625;27.432299;70900
12/03/1993;45.1875;45.21875;44.8125;45.09375;27.150089;643600
15/03/1993;45.0625;45.3125;45.0625;45.3125;27.281788;310800
16/03/1993;45.3125;45.4375;45.3125;45.3125;27.281788;30800
17/03/1993;45.25;45.25;44.96875;45.03125;27.112455;21800
18/03/1993;45.21875;45.5;45.21875;45.3125;27.281788;59300
19/03/1993;45.28125;45.28125;45.03125;45.03125;27.240486;66900
22/03/1993;44.59375;44.875;44.5625;44.78125;27.089251;183400
23/03/1993;44.90625;44.9375;44.8125;44.875;27.145981;55200
24/03/1993;44.8125;45.0625;44.59375;44.875;27.145981;37200
25/03/1993;44.90625;45.25;44.84375;45.15625;27.316107;110100
26/03/1993;45.125;45.15625;44.875;44.90625;27.164888;101500
29/03/1993;44.9375;45.3125;44.9375;45.09375;27.278296;87100
30/03/1993;45.15625;45.21875;45.09375;45.21875;27.353924;56000
31/03/1993;45.34375;45.46875;45.1875;45.1875;27.33502;111600
01/04/1993;45.25;45.25;44.9375;45.03125;27.240486;129500
02/04/1993;44.65625;44.65625;44.09375;44.09375;26.673386;59400
05/04/1993;44.4375;44.4375;44.1875;44.3125;26.805698;172200
06/04/1993;44.40625;44.40625;44.0625;44.1875;26.730091;129700
07/04/1993;44.25;44.34375;44.15625;44.34375;26.824594;28000
08/04/1993;44.53125;44.53125;44.09375;44.28125;26.786798;180800
12/04/1993;44.71875;44.9375;44.65625;44.90625;27.164888;348500
13/04/1993;44.875;45.15625;44.84375;45;27.2216;146100
14/04/1993;45.03125;45.0625;44.90625;44.9375;27.183792;119600
15/04/1993;44.90625;45.03125;44.75;44.9375;27.183792;148600
16/04/1993;44.96875;45.03125;44.875;44.9375;27.183792;47900
19/04/1993;44.9375;45.0625;44.71875;44.75;27.070351;157000
20/04/1993;44.6875;44.75;44.25;44.53125;26.938032;279500
21/04/1993;44.625;44.625;44.375;44.5;26.919138;67900
22/04/1993;44.3125;44.6875;43.9375;43.9375;26.57885;97700
23/04/1993;43.84375;43.96875;43.6875;43.75;26.465425;106000
26/04/1993;43.78125;43.9375;43.28125;43.40625;26.257498;62600
27/04/1993;43.34375;43.875;43.34375;43.875;26.541052;156800
28/04/1993;43.8125;43.90625;43.71875;43.78125;26.484344;85900
29/04/1993;43.875;43.96875;43.625;43.96875;26.597765;85000
30/04/1993;44.125;44.28125;44.03125;44.03125;26.635586;88500
03/05/1993;44.09375;44.3125;43.90625;44.3125;26.805698;80500
04/05/1993;44.40625;44.625;44.34375;44.46875;26.90024;149100
05/05/1993;44.46875;44.75;44.46875;44.59375;26.97584;109000
06/05/1993;44.53125;44.5625;44.40625;44.4375;26.881327;54700
07/05/1993;44.46875;44.46875;44.28125;44.34375;26.824594;68000
10/05/1993;44.40625;44.6875;44.40625;44.4375;26.881327;113900
11/05/1993;44.4375;44.625;44.3125;44.625;26.994749;42600
12/05/1993;44.4375;44.59375;44.4375;44.5625;26.95694;31000
13/05/1993;44.375;44.375;44;44.03125;26.635586;129100
14/05/1993;44.03125;44.15625;43.96875;44;26.616673;63500
17/05/1993;44.125;44.15625;43.9375;44.15625;26.711184;34000
18/05/1993;44.1875;44.21875;43.96875;44.125;26.692286;105200
19/05/1993;44.125;45.03125;43.84375;45.03125;27.240486;50200
20/05/1993;45.03125;45.15625;44.9375;45.15625;27.316107;98200
21/05/1993;45.1875;45.25;44.71875;44.75;27.070351;221400
24/05/1993;44.84375;45.09375;44.84375;44.9375;27.183792;30500
25/05/1993;45.125;45.125;45.03125;45.03125;27.240486;191800
26/05/1993;45.15625;45.625;45.125;45.59375;27.580778;102400
27/05/1993;45.65625;45.65625;45.375;45.4375;27.486252;53800
28/05/1993;45.40625;45.40625;45;45.21875;27.353924;79100
01/06/1993;45.375;45.8125;45.3125;45.65625;27.618567;28300
02/06/1993;45.53125;45.75;45.34375;45.59375;27.580778;20300
03/06/1993;45.5;45.5;45.34375;45.4375;27.486252;21600
04/06/1993;45.3125;45.3125;45.09375;45.28125;27.391726;32000
07/06/1993;45.375;45.375;45.125;45.125;27.297209;121400
08/06/1993;45;45;44.71875;44.71875;27.051453;104500
09/06/1993;44.875;45.0625;44.8125;44.875;27.145981;43300
10/06/1993;44.84375;44.9375;44.75;44.90625;27.164888;17900
11/06/1993;45.0625;45.15625;44.90625;45.09375;27.278296;647400
14/06/1993;45.15625;45.1875;45.03125;45.03125;27.240486;64200
15/06/1993;45.09375;45.125;44.9375;44.9375;27.183792;142400
16/06/1993;44.9375;45.03125;44.8125;45.03125;27.240486;330900
17/06/1993;45.125;45.1875;45.03125;45.1875;27.33502;37400
18/06/1993;44.84375;44.84375;44.5;44.5;27.109915;58500
21/06/1993;44.625;44.625;44.53125;44.59375;27.167019;29300
22/06/1993;44.65625;44.65625;44.5625;44.625;27.186066;137500
23/06/1993;44.625;44.625;44.21875;44.21875;26.938568;227600
24/06/1993;44.34375;44.8125;44.34375;44.8125;27.300282;243700
